# Modern Legacy BlockId Metadata
{Name:'minecraft:birch_door',Properties:{facing:'south',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:birch_door',Properties:{facing:'south',half:'lower',hinge:'left',open:'false',powered:'false'}} 194 1
{Name:'minecraft:birch_door',Properties:{facing:'west',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:birch_door',Properties:{facing:'west',half:'lower',hinge:'left',open:'false',powered:'false'}} 194 2
{Name:'minecraft:birch_door',Properties:{facing:'north',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:birch_door',Properties:{facing:'north',half:'lower',hinge:'left',open:'false',powered:'false'}} 194 3
{Name:'minecraft:birch_door',Properties:{facing:'east',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:birch_door',Properties:{facing:'east',half:'lower',hinge:'left',open:'true',powered:'false'}} 194 4
{Name:'minecraft:birch_door',Properties:{facing:'south',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:birch_door',Properties:{facing:'south',half:'lower',hinge:'left',open:'true',powered:'false'}} 194 5
{Name:'minecraft:birch_door',Properties:{facing:'west',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:birch_door',Properties:{facing:'west',half:'lower',hinge:'left',open:'true',powered:'false'}} 194 6
{Name:'minecraft:birch_door',Properties:{facing:'north',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:birch_door',Properties:{facing:'north',half:'lower',hinge:'left',open:'true',powered:'false'}} 194 7
{Name:'minecraft:birch_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'false'}} {Name:'minecraft:birch_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'false'}} 194 8
{Name:'minecraft:birch_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:birch_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'false'}} 194 9
{Name:'minecraft:birch_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'true'}} {Name:'minecraft:birch_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'true'}} 194 10
{Name:'minecraft:birch_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'true'}} {Name:'minecraft:birch_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'true'}} 194 11
{Name:'minecraft:jungle_door',Properties:{facing:'east',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:jungle_door',Properties:{facing:'east',half:'lower',hinge:'left',open:'false',powered:'false'}} 195 0
{Name:'minecraft:jungle_door',Properties:{facing:'south',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:jungle_door',Properties:{facing:'south',half:'lower',hinge:'left',open:'false',powered:'false'}} 195 1
{Name:'minecraft:jungle_door',Properties:{facing:'west',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:jungle_door',Properties:{facing:'west',half:'lower',hinge:'left',open:'false',powered:'false'}} 195 2
{Name:'minecraft:jungle_door',Properties:{facing:'north',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:jungle_door',Properties:{facing:'north',half:'lower',hinge:'left',open:'false',powered:'false'}} 195 3
{Name:'minecraft:jungle_door',Properties:{facing:'east',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:jungle_door',Properties:{facing:'east',half:'lower',hinge:'left',open:'true',powered:'false'}} 195 4
{Name:'minecraft:jungle_door',Properties:{facing:'south',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:jungle_door',Properties:{facing:'south',half:'lower',hinge:'left',open:'true',powered:'false'}} 195 5
{Name:'minecraft:jungle_door',Properties:{facing:'west',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:jungle_door',Properties:{facing:'west',half:'lower',hinge:'left',open:'true',powered:'false'}} 195 6
{Name:'minecraft:jungle_door',Properties:{facing:'north',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:jungle_door',Properties:{facing:'north',half:'lower',hinge:'left',open:'true',powered:'false'}} 195 7
{Name:'minecraft:jungle_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'false'}} {Name:'minecraft:jungle_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'false'}} 195 8
{Name:'minecraft:jungle_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:jungle_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'false'}} 195 9
{Name:'minecraft:jungle_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'true'}} {Name:'minecraft:jungle_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'true'}} 195 10
{Name:'minecraft:jungle_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'true'}} {Name:'minecraft:jungle_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'true'}} 195 11
{Name:'minecraft:acacia_door',Properties:{facing:'east',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:acacia_door',Properties:{facing:'east',half:'lower',hinge:'left',open:'false',powered:'false'}} 196 0
{Name:'minecraft:acacia_door',Properties:{facing:'south',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:acacia_door',Properties:{facing:'south',half:'lower',hinge:'left',open:'false',powered:'false'}} 196 1
{Name:'minecraft:acacia_door',Properties:{facing:'west',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:acacia_door',Properties:{facing:'west',half:'lower',hinge:'left',open:'false',powered:'false'}} 196 2
{Name:'minecraft:acacia_door',Properties:{facing:'north',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:acacia_door',Properties:{facing:'north',half:'lower',hinge:'left',open:'false',powered:'false'}} 196 3
{Name:'minecraft:acacia_door',Properties:{facing:'east',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:acacia_door',Properties:{facing:'east',half:'lower',hinge:'left',open:'true',powered:'false'}} 196 4
{Name:'minecraft:acacia_door',Properties:{facing:'south',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:acacia_door',Properties:{facing:'south',half:'lower',hinge:'left',open:'true',powered:'false'}} 196 5
{Name:'minecraft:acacia_door',Properties:{facing:'west',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:acacia_door',Properties:{facing:'west',half:'lower',hinge:'left',open:'true',powered:'false'}} 196 6
{Name:'minecraft:acacia_door',Properties:{facing:'north',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:acacia_door',Properties:{facing:'north',half:'lower',hinge:'left',open:'true',powered:'false'}} 196 7
{Name:'minecraft:acacia_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'false'}} {Name:'minecraft:acacia_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'false'}} 196 8
{Name:'minecraft:acacia_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:acacia_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'false'}} 196 9
{Name:'minecraft:acacia_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'true'}} {Name:'minecraft:acacia_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'true'}} 196 10
{Name:'minecraft:acacia_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'true'}} {Name:'minecraft:acacia_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'true'}} 196 11
{Name:'minecraft:dark_oak_door',Properties:{facing:'east',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:dark_oak_door',Properties:{facing:'east',half:'lower',hinge:'left',open:'false',powered:'false'}} 197 0
{Name:'minecraft:dark_oak_door',Properties:{facing:'south',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:dark_oak_door',Properties:{facing:'south',half:'lower',hinge:'left',open:'false',powered:'false'}} 197 1
{Name:'minecraft:dark_oak_door',Properties:{facing:'west',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:dark_oak_door',Properties:{facing:'west',half:'lower',hinge:'left',open:'false',powered:'false'}} 197 2
{Name:'minecraft:dark_oak_door',Properties:{facing:'north',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:dark_oak_door',Properties:{facing:'north',half:'lower',hinge:'left',open:'false',powered:'false'}} 197 3
{Name:'minecraft:dark_oak_door',Properties:{facing:'east',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:dark_oak_door',Properties:{facing:'east',half:'lower',hinge:'left',open:'true',powered:'false'}} 197 4
{Name:'minecraft:dark_oak_door',Properties:{facing:'south',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:dark_oak_door',Properties:{facing:'south',half:'lower',hinge:'left',open:'true',powered:'false'}} 197 5
{Name:'minecraft:dark_oak_door',Properties:{facing:'west',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:dark_oak_door',Properties:{facing:'west',half:'lower',hinge:'left',open:'true',powered:'false'}} 197 6
{Name:'minecraft:dark_oak_door',Properties:{facing:'north',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:dark_oak_door',Properties:{facing:'north',half:'lower',hinge:'left',open:'true',powered:'false'}} 197 7
{Name:'minecraft:dark_oak_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'false'}} {Name:'minecraft:dark_oak_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'false'}} 197 8
{Name:'minecraft:dark_oak_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:dark_oak_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'false'}} 197 9
{Name:'minecraft:dark_oak_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'true'}} {Name:'minecraft:dark_oak_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'true'}} 197 10
{Name:'minecraft:dark_oak_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'true'}} {Name:'minecraft:dark_oak_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'true'}} 197 11
{Name:'minecraft:end_rod',Properties:{facing:'down'}} {Name:'minecraft:end_rod',Properties:{facing:'down'}} 198 0
{Name:'minecraft:end_rod',Properties:{facing:'up'}} {Name:'minecraft:end_rod',Properties:{facing:'up'}} 198 1
{Name:'minecraft:end_rod',Properties:{facing:'north'}} {Name:'minecraft:end_rod',Properties:{facing:'north'}} 198 2
{Name:'minecraft:end_rod',Properties:{facing:'south'}} {Name:'minecraft:end_rod',Properties:{facing:'south'}} 198 3
{Name:'minecraft:end_rod',Properties:{facing:'west'}} {Name:'minecraft:end_rod',Properties:{facing:'west'}} 198 4
{Name:'minecraft:end_rod',Properties:{facing:'east'}} {Name:'minecraft:end_rod',Properties:{facing:'east'}} 198 5
{Name:'minecraft:chorus_plant'} {Name:'minecraft:chorus_plant'} 199 0
{Name:'minecraft:chorus_flower',Properties:{age:'0'}} {Name:'minecraft:chorus_flower',Properties:{age:'0'}} 200 0
{Name:'minecraft:chorus_flower',Properties:{age:'1'}} {Name:'minecraft:chorus_flower',Properties:{age:'1'}} 200 1
{Name:'minecraft:chorus_flower',Properties:{age:'2'}} {Name:'minecraft:chorus_flower',Properties:{age:'2'}} 200 2
{Name:'minecraft:chorus_flower',Properties:{age:'3'}} {Name:'minecraft:chorus_flower',Properties:{age:'3'}} 200 3
{Name:'minecraft:chorus_flower',Properties:{age:'4'}} {Name:'minecraft:chorus_flower',Properties:{age:'4'}} 200 4
{Name:'minecraft:chorus_flower',Properties:{age:'5'}} {Name:'minecraft:chorus_flower',Properties:{age:'5'}} 200 5
{Name:'minecraft:purpur_block'} {Name:'minecraft:purpur_block'} 201 0
{Name:'minecraft:purpur_pillar',Properties:{axis:'y'}} {Name:'minecraft:purpur_pillar',Properties:{axis:'y'}} 202 0
{Name:'minecraft:purpur_pillar',Properties:{axis:'x'}} {Name:'minecraft:purpur_pillar',Properties:{axis:'x'}} 202 4
{Name:'minecraft:purpur_pillar',Properties:{axis:'z'}} {Name:'minecraft:purpur_pillar',Properties:{axis:'z'}} 202 8
{Name:'minecraft:purpur_stairs',Properties:{facing:'east',half:'bottom'}} {Name:'minecraft:purpur_stairs',Properties:{facing:'east',half:'bottom',shape:'inner_left'}} 203 0
{Name:'minecraft:purpur_stairs',Properties:{facing:'west',half:'bottom'}} {Name:'minecraft:purpur_stairs',Properties:{facing:'west',half:'bottom',shape:'inner_left'}} 203 1
{Name:'minecraft:purpur_stairs',Properties:{facing:'south',half:'bottom'}} {Name:'minecraft:purpur_stairs',Properties:{facing:'south',half:'bottom',shape:'inner_left'}} 203 2
{Name:'minecraft:purpur_stairs',Properties:{facing:'north',half:'bottom'}} {Name:'minecraft:purpur_stairs',Properties:{facing:'north',half:'bottom',shape:'inner_left'}} 203 3
{Name:'minecraft:purpur_stairs',Properties:{facing:'east',half:'top'}} {Name:'minecraft:purpur_stairs',Properties:{facing:'east',half:'top',shape:'inner_left'}} 203 4
{Name:'minecraft:purpur_stairs',Properties:{facing:'west',half:'top'}} {Name:'minecraft:purpur_stairs',Properties:{facing:'west',half:'top',shape:'inner_left'}} 203 5
{Name:'minecraft:purpur_stairs',Properties:{facing:'south',half:'top'}} {Name:'minecraft:purpur_stairs',Properties:{facing:'south',half:'top',shape:'inner_left'}} 203 6
{Name:'minecraft:purpur_stairs',Properties:{facing:'north',half:'top'}} {Name:'minecraft:purpur_stairs',Properties:{facing:'north',half:'top',shape:'inner_left'}} 203 7
{Name:'minecraft:purpur_slab',Properties:{type:'double'}} {Name:'minecraft:purpur_double_slab',Properties:{variant:'default'}} 204 0
{Name:'minecraft:purpur_slab',Properties:{type:'bottom'}} {Name:'minecraft:purpur_slab',Properties:{half:'bottom',variant:'default'}} 205 0
{Name:'minecraft:purpur_slab',Properties:{type:'top'}} {Name:'minecraft:purpur_slab',Properties:{half:'top',variant:'default'}} 205 8
{Name:'minecraft:end_stone_bricks'} {Name:'minecraft:end_bricks'} 206 0
{Name:'minecraft:beetroots',Properties:{age:'0'}} {Name:'minecraft:beetroots',Properties:{age:'0'}} 207 0
{Name:'minecraft:beetroots',Properties:{age:'1'}} {Name:'minecraft:beetroots',Properties:{age:'1'}} 207 1
{Name:'minecraft:beetroots',Properties:{age:'2'}} {Name:'minecraft:beetroots',Properties:{age:'2'}} 207 2
{Name:'minecraft:beetroots',Properties:{age:'3'}} {Name:'minecraft:beetroots',Properties:{age:'3'}} 207 3
{Name:'minecraft:dirt_path'} {Name:'minecraft:grass_path'} 208 0
{Name:'minecraft:end_gateway'} {Name:'minecraft:end_gateway'} 209 0
{Name:'minecraft:repeating_command_block',Properties:{conditional:'false',facing:'down'}} {Name:'minecraft:repeating_command_block',Properties:{conditional:'false',facing:'down'}} 210 0
{Name:'minecraft:repeating_command_block',Properties:{conditional:'false',facing:'up'}} {Name:'minecraft:repeating_command_block',Properties:{conditional:'false',facing:'up'}} 210 1
{Name:'minecraft:repeating_command_block',Properties:{conditional:'false',facing:'north'}} {Name:'minecraft:repeating_command_block',Properties:{conditional:'false',facing:'north'}} 210 2
{Name:'minecraft:repeating_command_block',Properties:{conditional:'false',facing:'south'}} {Name:'minecraft:repeating_command_block',Properties:{conditional:'false',facing:'south'}} 210 3
{Name:'minecraft:repeating_command_block',Properties:{conditional:'false',facing:'west'}} {Name:'minecraft:repeating_command_block',Properties:{conditional:'false',facing:'west'}} 210 4
{Name:'minecraft:repeating_command_block',Properties:{conditional:'false',facing:'east'}} {Name:'minecraft:repeating_command_block',Properties:{conditional:'false',facing:'east'}} 210 5
{Name:'minecraft:repeating_command_block',Properties:{conditional:'true',facing:'down'}} {Name:'minecraft:repeating_command_block',Properties:{conditional:'true',facing:'down'}} 210 8
{Name:'minecraft:repeating_command_block',Properties:{conditional:'true',facing:'up'}} {Name:'minecraft:repeating_command_block',Properties:{conditional:'true',facing:'up'}} 210 9
{Name:'minecraft:repeating_command_block',Properties:{conditional:'true',facing:'north'}} {Name:'minecraft:repeating_command_block',Properties:{conditional:'true',facing:'north'}} 210 10
{Name:'minecraft:repeating_command_block',Properties:{conditional:'true',facing:'south'}} {Name:'minecraft:repeating_command_block',Properties:{conditional:'true',facing:'south'}} 210 11
{Name:'minecraft:repeating_command_block',Properties:{conditional:'true',facing:'west'}} {Name:'minecraft:repeating_command_block',Properties:{conditional:'true',facing:'west'}} 210 12
{Name:'minecraft:repeating_command_block',Properties:{conditional:'true',facing:'east'}} {Name:'minecraft:repeating_command_block',Properties:{conditional:'true',facing:'east'}} 210 13
{Name:'minecraft:chain_command_block',Properties:{conditional:'false',facing:'down'}} {Name:'minecraft:chain_command_block',Properties:{conditional:'false',facing:'down'}} 211 0
{Name:'minecraft:chain_command_block',Properties:{conditional:'false',facing:'up'}} {Name:'minecraft:chain_command_block',Properties:{conditional:'false',facing:'up'}} 211 1
{Name:'minecraft:chain_command_block',Properties:{conditional:'false',facing:'north'}} {Name:'minecraft:chain_command_block',Properties:{conditional:'false',facing:'north'}} 211 2
{Name:'minecraft:chain_command_block',Properties:{conditional:'false',facing:'south'}} {Name:'minecraft:chain_command_block',Properties:{conditional:'false',facing:'south'}} 211 3
{Name:'minecraft:chain_command_block',Properties:{conditional:'false',facing:'west'}} {Name:'minecraft:chain_command_block',Properties:{conditional:'false',facing:'west'}} 211 4
{Name:'minecraft:chain_command_block',Properties:{conditional:'false',facing:'east'}} {Name:'minecraft:chain_command_block',Properties:{conditional:'false',facing:'east'}} 211 5
{Name:'minecraft:chain_command_block',Properties:{conditional:'true',facing:'down'}} {Name:'minecraft:chain_command_block',Properties:{conditional:'true',facing:'down'}} 211 8
{Name:'minecraft:chain_command_block',Properties:{conditional:'true',facing:'up'}} {Name:'minecraft:chain_command_block',Properties:{conditional:'true',facing:'up'}} 211 9
{Name:'minecraft:chain_command_block',Properties:{conditional:'true',facing:'north'}} {Name:'minecraft:chain_command_block',Properties:{conditional:'true',facing:'north'}} 211 10
{Name:'minecraft:chain_command_block',Properties:{conditional:'true',facing:'south'}} {Name:'minecraft:chain_command_block',Properties:{conditional:'true',facing:'south'}} 211 11
{Name:'minecraft:chain_command_block',Properties:{conditional:'true',facing:'west'}} {Name:'minecraft:chain_command_block',Properties:{conditional:'true',facing:'west'}} 211 12
{Name:'minecraft:chain_command_block',Properties:{conditional:'true',facing:'east'}} {Name:'minecraft:chain_command_block',Properties:{conditional:'true',facing:'east'}} 211 13
{Name:'minecraft:frosted_ice',Properties:{age:'0'}} {Name:'minecraft:frosted_ice',Properties:{age:'0'}} 212 0
{Name:'minecraft:frosted_ice',Properties:{age:'1'}} {Name:'minecraft:frosted_ice',Properties:{age:'1'}} 212 1
{Name:'minecraft:frosted_ice',Properties:{age:'2'}} {Name:'minecraft:frosted_ice',Properties:{age:'2'}} 212 2
{Name:'minecraft:frosted_ice',Properties:{age:'3'}} {Name:'minecraft:frosted_ice',Properties:{age:'3'}} 212 3
{Name:'minecraft:magma_block'} {Name:'minecraft:magma'} 213 0
{Name:'minecraft:nether_wart_block'} {Name:'minecraft:nether_wart_block'} 214 0
{Name:'minecraft:red_nether_bricks'} {Name:'minecraft:red_nether_brick'} 215 0
{Name:'minecraft:bone_block',Properties:{axis:'y'}} {Name:'minecraft:bone_block',Properties:{axis:'y'}} 216 0
{Name:'minecraft:bone_block',Properties:{axis:'x'}} {Name:'minecraft:bone_block',Properties:{axis:'x'}} 216 4
{Name:'minecraft:bone_block',Properties:{axis:'z'}} {Name:'minecraft:bone_block',Properties:{axis:'z'}} 216 8
{Name:'minecraft:structure_void'} {Name:'minecraft:structure_void'} 217 0
{Name:'minecraft:observer',Properties:{facing:'down',powered:'false'}} {Name:'minecraft:observer',Properties:{facing:'down',powered:'false'}} 218 0
{Name:'minecraft:observer',Properties:{facing:'up',powered:'false'}} {Name:'minecraft:observer',Properties:{facing:'up',powered:'false'}} 218 1
{Name:'minecraft:observer',Properties:{facing:'north',powered:'false'}} {Name:'minecraft:observer',Properties:{facing:'north',powered:'false'}} 218 2
{Name:'minecraft:observer',Properties:{facing:'south',powered:'false'}} {Name:'minecraft:observer',Properties:{facing:'south',powered:'false'}} 218 3
{Name:'minecraft:observer',Properties:{facing:'west',powered:'false'}} {Name:'minecraft:observer',Properties:{facing:'west',powered:'false'}} 218 4
{Name:'minecraft:observer',Properties:{facing:'east',powered:'false'}} {Name:'minecraft:observer',Properties:{facing:'east',powered:'false'}} 218 5
{Name:'minecraft:observer',Properties:{facing:'down',powered:'true'}} {Name:'minecraft:observer',Properties:{facing:'down',powered:'true'}} 218 8
{Name:'minecraft:observer',Properties:{facing:'up',powered:'true'}} {Name:'minecraft:observer',Properties:{facing:'up',powered:'true'}} 218 9
{Name:'minecraft:observer',Properties:{facing:'north',powered:'true'}} {Name:'minecraft:observer',Properties:{facing:'north',powered:'true'}} 218 10
{Name:'minecraft:observer',Properties:{facing:'south',powered:'true'}} {Name:'minecraft:observer',Properties:{facing:'south',powered:'true'}} 218 11
{Name:'minecraft:observer',Properties:{facing:'west',powered:'true'}} {Name:'minecraft:observer',Properties:{facing:'west',powered:'true'}} 218 12
{Name:'minecraft:observer',Properties:{facing:'east',powered:'true'}} {Name:'minecraft:observer',Properties:{facing:'east',powered:'true'}} 218 13
{Name:'minecraft:white_shulker_box',Properties:{facing:'down'}} {Name:'minecraft:white_shulker_box',Properties:{facing:'down'}} 219 0
{Name:'minecraft:white_shulker_box',Properties:{facing:'up'}} {Name:'minecraft:white_shulker_box',Properties:{facing:'up'}} 219 1
{Name:'minecraft:white_shulker_box',Properties:{facing:'north'}} {Name:'minecraft:white_shulker_box',Properties:{facing:'north'}} 219 2
{Name:'minecraft:white_shulker_box',Properties:{facing:'south'}} {Name:'minecraft:white_shulker_box',Properties:{facing:'south'}} 219 3
{Name:'minecraft:white_shulker_box',Properties:{facing:'west'}} {Name:'minecraft:white_shulker_box',Properties:{facing:'west'}} 219 4
{Name:'minecraft:white_shulker_box',Properties:{facing:'east'}} {Name:'minecraft:white_shulker_box',Properties:{facing:'east'}} 219 5
{Name:'minecraft:orange_shulker_box',Properties:{facing:'down'}} {Name:'minecraft:orange_shulker_box',Properties:{facing:'down'}} 220 0
{Name:'minecraft:orange_shulker_box',Properties:{facing:'up'}} {Name:'minecraft:orange_shulker_box',Properties:{facing:'up'}} 220 1
{Name:'minecraft:orange_shulker_box',Properties:{facing:'north'}} {Name:'minecraft:orange_shulker_box',Properties:{facing:'north'}} 220 2
{Name:'minecraft:orange_shulker_box',Properties:{facing:'south'}} {Name:'minecraft:orange_shulker_box',Properties:{facing:'south'}} 220 3
{Name:'minecraft:orange_shulker_box',Properties:{facing:'west'}} {Name:'minecraft:orange_shulker_box',Properties:{facing:'west'}} 220 4
{Name:'minecraft:orange_shulker_box',Properties:{facing:'east'}} {Name:'minecraft:orange_shulker_box',Properties:{facing:'east'}} 220 5
{Name:'minecraft:magenta_shulker_box',Properties:{facing:'down'}} {Name:'minecraft:magenta_shulker_box',Properties:{facing:'down'}} 221 0
{Name:'minecraft:magenta_shulker_box',Properties:{facing:'up'}} {Name:'minecraft:magenta_shulker_box',Properties:{facing:'up'}} 221 1
{Name:'minecraft:magenta_shulker_box',Properties:{facing:'north'}} {Name:'minecraft:magenta_shulker_box',Properties:{facing:'north'}} 221 2
{Name:'minecraft:magenta_shulker_box',Properties:{facing:'south'}} {Name:'minecraft:magenta_shulker_box',Properties:{facing:'south'}} 221 3
{Name:'minecraft:magenta_shulker_box',Properties:{facing:'west'}} {Name:'minecraft:magenta_shulker_box',Properties:{facing:'west'}} 221 4
{Name:'minecraft:magenta_shulker_box',Properties:{facing:'east'}} {Name:'minecraft:magenta_shulker_box',Properties:{facing:'east'}} 221 5
{Name:'minecraft:light_blue_shulker_box',Properties:{facing:'down'}} {Name:'minecraft:light_blue_shulker_box',Properties:{facing:'down'}} 222 0
{Name:'minecraft:light_blue_shulker_box',Properties:{facing:'up'}} {Name:'minecraft:light_blue_shulker_box',Properties:{facing:'up'}} 222 1
{Name:'minecraft:light_blue_shulker_box',Properties:{facing:'north'}} {Name:'minecraft:light_blue_shulker_box',Properties:{facing:'north'}} 222 2
{Name:'minecraft:light_blue_shulker_box',Properties:{facing:'south'}} {Name:'minecraft:light_blue_shulker_box',Properties:{facing:'south'}} 222 3
{Name:'minecraft:light_blue_shulker_box',Properties:{facing:'west'}} {Name:'minecraft:light_blue_shulker_box',Properties:{facing:'west'}} 222 4
{Name:'minecraft:light_blue_shulker_box',Properties:{facing:'east'}} {Name:'minecraft:light_blue_shulker_box',Properties:{facing:'east'}} 222 5
{Name:'minecraft:yellow_shulker_box',Properties:{facing:'down'}} {Name:'minecraft:yellow_shulker_box',Properties:{facing:'down'}} 223 0
{Name:'minecraft:yellow_shulker_box',Properties:{facing:'up'}} {Name:'minecraft:yellow_shulker_box',Properties:{facing:'up'}} 223 1
{Name:'minecraft:yellow_shulker_box',Properties:{facing:'north'}} {Name:'minecraft:yellow_shulker_box',Properties:{facing:'north'}} 223 2
{Name:'minecraft:yellow_shulker_box',Properties:{facing:'south'}} {Name:'minecraft:yellow_shulker_box',Properties:{facing:'south'}} 223 3
{Name:'minecraft:yellow_shulker_box',Properties:{facing:'west'}} {Name:'minecraft:yellow_shulker_box',Properties:{facing:'west'}} 223 4
{Name:'minecraft:yellow_shulker_box',Properties:{facing:'east'}} {Name:'minecraft:yellow_shulker_box',Properties:{facing:'east'}} 223 5
{Name:'minecraft:lime_shulker_box',Properties:{facing:'down'}} {Name:'minecraft:lime_shulker_box',Properties:{facing:'down'}} 224 0
{Name:'minecraft:lime_shulker_box',Properties:{facing:'up'}} {Name:'minecraft:lime_shulker_box',Properties:{facing:'up'}} 224 1
{Name:'minecraft:lime_shulker_box',Properties:{facing:'north'}} {Name:'minecraft:lime_shulker_box',Properties:{facing:'north'}} 224 2
{Name:'minecraft:lime_shulker_box',Properties:{facing:'south'}} {Name:'minecraft:lime_shulker_box',Properties:{facing:'south'}} 224 3
{Name:'minecraft:lime_shulker_box',Properties:{facing:'west'}} {Name:'minecraft:lime_shulker_box',Properties:{facing:'west'}} 224 4
{Name:'minecraft:lime_shulker_box',Properties:{facing:'east'}} {Name:'minecraft:lime_shulker_box',Properties:{facing:'east'}} 224 5
{Name:'minecraft:pink_shulker_box',Properties:{facing:'down'}} {Name:'minecraft:pink_shulker_box',Properties:{facing:'down'}} 225 0
{Name:'minecraft:pink_shulker_box',Properties:{facing:'up'}} {Name:'minecraft:pink_shulker_box',Properties:{facing:'up'}} 225 1
{Name:'minecraft:pink_shulker_box',Properties:{facing:'north'}} {Name:'minecraft:pink_shulker_box',Properties:{facing:'north'}} 225 2
{Name:'minecraft:pink_shulker_box',Properties:{facing:'south'}} {Name:'minecraft:pink_shulker_box',Properties:{facing:'south'}} 225 3
{Name:'minecraft:pink_shulker_box',Properties:{facing:'west'}} {Name:'minecraft:pink_shulker_box',Properties:{facing:'west'}} 225 4
{Name:'minecraft:pink_shulker_box',Properties:{facing:'east'}} {Name:'minecraft:pink_shulker_box',Properties:{facing:'east'}} 225 5
{Name:'minecraft:gray_shulker_box',Properties:{facing:'down'}} {Name:'minecraft:gray_shulker_box',Properties:{facing:'down'}} 226 0
{Name:'minecraft:gray_shulker_box',Properties:{facing:'up'}} {Name:'minecraft:gray_shulker_box',Properties:{facing:'up'}} 226 1
